"return_year","species","hatchery_adults","wild_adults","total_adults","hatchery_jacks","wild_jacks","total_jacks","adult_plus_jacks","flow_water_year_mean_cfs","flow_jul_sep_mean_cfs","flow_jul_sep_min_cfs","swe_apr01_inches","pdo_annual_mean","temp_jun_sep_mean_c","temp_jun_sep_samples","impervious_pct","hatchery_releases","response_source","environmental_source_status","release_source_status"
"2008","Coho","4175","0","4175","121","0","121","4296","110.692","29.488","19.6","60.9","-1.331","12.746","9",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2009","Chinook","2280","0","2280","15","0","15","2295","119.628","24.265","18","41.2","-0.817","15.8","5",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2009","Coho","13812","0","13812","55","0","55","13867","119.628","24.265","18","41.2","-0.817","15.8","5",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2010","Chinook","3040","116","3156","14","0","14","3170","128.858","49.372","25.9","21","-0.743","14.12","5",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2010","Coho","346","14","360","203","5","208","568","128.858","49.372","25.9","21","-0.743","14.12","5",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2011","Chinook","2820","134","2954","282","11","293","3247","186.684","41.689","21.2","32.6","-1.571","15.525","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2011","Coho","4606","157","4763","187","4","191","4954","186.684","41.689","21.2","32.6","-1.571","15.525","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2012","Chinook","4190","302","4492","23","2","25","4517","139.381","41.182","22.2","47.6","-1.414","14.05","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2012","Coho","10202","263","10465","150","11","161","10626","139.381","41.182","22.2","47.6","-1.414","14.05","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2013","Chinook","2536","134","2670","37","0","37","2707","143.356","42.228","19.7","32.9","-0.926","15.7","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2013","Coho","10267","70","10337","276","1","277","10614","143.356","42.228","19.7","32.9","-0.926","15.7","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2014","Chinook","1773","100","1873","21","1","22","1895","130.592","32.423","20","33.4","0.532","15","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2014","Coho","14799","115","14914","62","15","77","14991","130.592","32.423","20","33.4","0.532","15","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2015","Chinook","3130","243","3373","56","6","62","3435","127.857","24.285","15.6","0.1","0.805","16.2","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2015","Coho","1883","110","1993","16","16","32","2025","127.857","24.285","15.6","0.1","0.805","16.2","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2016","Chinook","2442","154","2596","15","2","17","2613","150.761","29.455","19.3","36.6","0.632","13.65","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2016","Coho","3905","19","3924","124","0","124","4048","150.761","29.455","19.3","36.6","0.632","13.65","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2017","Chinook","3185","136","3321","99","0","99","3420","173.679","28.927","19.5","37.9","-0.063","15.075","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2017","Coho","3465","95","3560","89","2","91","3651","173.679","28.927","19.5","37.9","-0.063","15.075","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2018","Chinook","1739","47","1786","69","2","71","1857","145.845","23.237","15.5","33","-0.303","15.725","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2018","Coho","4005","33","4038","196","2","198","4236","145.845","23.237","15.5","33","-0.303","15.725","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2019","Chinook","2046","30","2076","106","1","107","2183","100.833","33.561","20.6","24","-0.04","15.55","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2019","Coho","6254","104","6358","145","3","148","6506","100.833","33.561","20.6","24","-0.04","15.55","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2020","Chinook","2269","34","2303","48","1","49","2352","150.459","30.199","20.3","33","-1.041","14.45","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2020","Coho","4085","74","4159","329","10","339","4498","150.459","30.199","20.3","33","-1.041","14.45","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2021","Chinook","3953","84","4037","274","4","278","4315","123.296","22.491","15.1","48.6","-1.585","15.425","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2021","Coho","8799","490","9289","224","1","225","9514","123.296","22.491","15.1","48.6","-1.585","15.425","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2022","Chinook","4667","148","4815","402","0","402","5217","164.83","31.679","21.4","28.6","-1.78","15.175","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2022","Coho","6839","17","6856","1162","0","1162","8018","164.83","31.679","21.4","28.6","-1.78","15.175","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2023","Chinook","5737","103","5840","82","0","82","5922","86.576","21.64","14.8","32.9","-1.878","15.4","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2023","Coho","9257","277","9534","276","6","282","9816","86.576","21.64","14.8","32.9","-1.878","15.4","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2024","Chinook","7841","191","8032","222","3","225","8257","108.595","25.907","16.7","22.8","-2.108","14.9","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2024","Coho","5276","148","5424","227","35","262","5686","108.595","25.907","16.7","22.8","-2.108","14.9","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2025","Chinook","4562","154","4716","246","1","247","4963","97.036","20.541","17.4","23.8","-1.776","17.1","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
"2025","Coho","3647","212","3859","174","8","182","4041","97.036","20.541","17.4","23.8","-1.776","17.1","4",,,"WDFW Hatchery Adult Salmon Returns; Trap Estimate events","complete except imperviousness","blocked: RMIS authorization or FISH export required"
